material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,dielectric_constant,notes,shear_modulus_gpa,bulk_modulus_gpa,band_gap_ev,formation_energy_per_atom,data_completeness_score
matbench_dielectric_00000,matbench_dielectric_0,matbench_dielectric_0,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.752063640396657,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_expt_gap_00347,BaAl4Se7,BaAl4Se7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.4,,20.0
matbench_expt_gap_00348,BaAlCu4O7,BaAlCu4O7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00349,BaAu(IO3)5,BaAu(IO3)5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.32,,20.0
matbench_expt_gap_00350,BaAu2,BaAu2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00351,BaB6,BaB6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.64,,20.0
matbench_expt_gap_00352,BaBClF4,BaBClF4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,6.89,,20.0
matbench_expt_gap_00353,BaBSbS4,BaBSbS4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.34,,20.0
matbench_expt_gap_00354,BaBiClO2,BaBiClO2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.71,,20.0
matbench_expt_gap_00355,BaCaB2O5,BaCaB2O5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,5.6,,20.0
matbench_expt_gap_00356,BaCaSn3,BaCaSn3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00357,BaCdSnS4,BaCdSnS4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.3,,20.0
matbench_expt_gap_00358,BaCu2SnSe4,BaCu2SnSe4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.48,,20.0
matbench_expt_gap_00359,BaCuSbS3,BaCuSbS3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.0,,20.0
matbench_expt_gap_00360,BaCuSbSe3,BaCuSbSe3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.6,,20.0
matbench_expt_gap_00361,BaCuTeF,BaCuTeF,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.3,,20.0
matbench_expt_gap_00362,BaDy2CuO5,BaDy2CuO5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00363,BaEu2Mn2O7,BaEu2Mn2O7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00364,BaGa2GeS6,BaGa2GeS6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.23,,20.0
matbench_expt_gap_00365,BaGa2SiS6,BaGa2SiS6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.75,,20.0
matbench_expt_gap_00366,BaGa2SiSe6,BaGa2SiSe6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.88,,20.0
matbench_expt_gap_00367,BaGa4S7,BaGa4S7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.54,,20.0
matbench_expt_gap_00368,BaGa4Se7,BaGa4Se7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.64,,20.0
matbench_expt_gap_00369,BaGe2,BaGe2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.0,,20.0
matbench_expt_gap_00370,BaGe3Pt,BaGe3Pt,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00371,BaGe4(IrS3)2,BaGe4(IrS3)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.54,,20.0
matbench_expt_gap_00372,BaGe4(IrSe3)2,BaGe4(IrSe3)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.33,,20.0
matbench_expt_gap_00373,BaGe4(RhSe3)2,BaGe4(RhSe3)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.09,,20.0
matbench_expt_gap_00374,BaHgS2,BaHgS2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.93,,20.0
matbench_expt_gap_00375,BaHgSe2,BaHgSe2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.56,,20.0
matbench_expt_gap_00376,BaIn2(P2O7)2,BaIn2(P2O7)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.97,,20.0
matbench_expt_gap_00377,BaIn2Ir,BaIn2Ir,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00378,BaLa2CoS5,BaLa2CoS5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00379,BaLa2In2S7,BaLa2In2S7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.87,,20.0
matbench_expt_gap_00380,BaLa2In2Se7,BaLa2In2Se7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.66,,20.0
matbench_expt_gap_00381,BaLa2Te5O14,BaLa2Te5O14,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.81,,20.0
matbench_expt_gap_00382,BaLi4,BaLi4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00383,BaMn4O7,BaMn4O7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00384,BaMn4ZnO8,BaMn4ZnO8,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00385,BaMnO3,BaMnO3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00386,BaNa2GeS4,BaNa2GeS4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.7,,20.0
matbench_expt_gap_00387,BaNa2GeSe4,BaNa2GeSe4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.25,,20.0
matbench_expt_gap_00388,BaNa2SnS4,BaNa2SnS4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.27,,20.0
matbench_expt_gap_00389,BaNa2SnSe4,BaNa2SnSe4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.46,,20.0
matbench_expt_gap_00390,BaNaB5O9,BaNaB5O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,4.78,,20.0
matbench_expt_gap_00391,BaNb4O6,BaNb4O6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00392,BaO,BaO,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,4.8,,20.0
matbench_expt_gap_00393,BaPd(IO3)4,BaPd(IO3)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.97,,20.0
matbench_expt_gap_00394,BaPdSe6,BaPdSe6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.15,,20.0
matbench_expt_gap_00395,BaPrO3,BaPrO3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.0,,20.0
matbench_expt_gap_00396,BaPt5,BaPt5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00397,BaReH9,BaReH9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.44,,20.0
matbench_expt_gap_00398,BaS,BaS,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.88,,20.0
matbench_expt_gap_00399,BaSi,BaSi,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00400,BaSi2,BaSi2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.3,,20.0
matbench_expt_gap_00401,BaSn2S5,BaSn2S5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.35,,20.0
matbench_expt_gap_00402,BaSn3,BaSn3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00403,BaSnO3,BaSnO3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.1,,20.0
matbench_expt_gap_00404,BaTaNO2,BaTaNO2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.78,,20.0
matbench_expt_gap_00405,BaTbMn2O6,BaTbMn2O6,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00406,BaTe,BaTe,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.4,,20.0
matbench_expt_gap_00407,BaTeMo2O9,BaTeMo2O9,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.12,,20.0
matbench_expt_gap_00408,BaTh3,BaTh3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00409,BaTi14O28,BaTi14O28,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00410,BaTi4O7,BaTi4O7,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00411,BaTi4O8,BaTi4O8,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00412,BaTl(MoO3)2,BaTl(MoO3)2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00413,BaTl3,BaTl3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00414,BaUSe3,BaUSe3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,1.0,,20.0
matbench_expt_gap_00415,BaV2SeO8,BaV2SeO8,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.13,,20.0
matbench_expt_gap_00416,BaYb2O4,BaYb2O4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00417,BaYbSn3,BaYbSn3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00418,BaZn(MoO2)4,BaZn(MoO2)4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00419,BaZn5,BaZn5,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00420,BaZnGeSe4,BaZnGeSe4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.46,,20.0
matbench_expt_gap_00421,BaZnSO,BaZnSO,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.9,,20.0
matbench_expt_gap_00422,BaZnSiSe4,BaZnSiSe4,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.71,,20.0
matbench_expt_gap_00423,Be12Pt,Be12Pt,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00424,Be22Re,Be22Re,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00425,Be2HgTe,Be2HgTe,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00426,Be2W,Be2W,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00427,Be3N2,Be3N2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,3.8,,20.0
matbench_expt_gap_00428,Be3Sb2,Be3Sb2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.67,,20.0
matbench_expt_gap_00429,BeAlB,BeAlB,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00430,BeCu,BeCu,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00431,BeFe2Si,BeFe2Si,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00432,BeGaO3,BeGaO3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00433,BeGaRh2,BeGaRh2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00434,BeO,BeO,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,10.39,,20.0
matbench_expt_gap_00435,BePd2,BePd2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00436,BePd3,BePd3,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00437,BeS,BeS,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,4.17,,20.0
matbench_expt_gap_00438,BeSe,BeSe,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,4.0,,20.0
matbench_expt_gap_00439,BeSiOs2,BeSiOs2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00440,BeSiRu2,BeSiRu2,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00441,BeTcSe,BeTcSe,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.0,,20.0
matbench_expt_gap_00442,BeTe,BeTe,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,2.89,,20.0
matbench_expt_gap_00443,Bi0.002Te0.003Pb0.999Se0.999,Bi0.002Te0.003Pb0.999Se0.999,Matbench material,matbench_expt_gap,Matbench material,matbench_expt_gap,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,,Matbench reference row from matbench_expt_gap; benchmark/reference screening.,,,0.79,,20.0
