material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,band_gap_ev,notes
matbench_mp_gap_00000,matbench_mp_gap_0,matbench_mp_gap_0,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.3321999999999998,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00296,matbench_mp_gap_296,matbench_mp_gap_296,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00297,matbench_mp_gap_297,matbench_mp_gap_297,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00298,matbench_mp_gap_298,matbench_mp_gap_298,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00299,matbench_mp_gap_299,matbench_mp_gap_299,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00300,matbench_mp_gap_300,matbench_mp_gap_300,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00301,matbench_mp_gap_301,matbench_mp_gap_301,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00302,matbench_mp_gap_302,matbench_mp_gap_302,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00303,matbench_mp_gap_303,matbench_mp_gap_303,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00304,matbench_mp_gap_304,matbench_mp_gap_304,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00305,matbench_mp_gap_305,matbench_mp_gap_305,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00306,matbench_mp_gap_306,matbench_mp_gap_306,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00307,matbench_mp_gap_307,matbench_mp_gap_307,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00308,matbench_mp_gap_308,matbench_mp_gap_308,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00309,matbench_mp_gap_309,matbench_mp_gap_309,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00310,matbench_mp_gap_310,matbench_mp_gap_310,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00311,matbench_mp_gap_311,matbench_mp_gap_311,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00312,matbench_mp_gap_312,matbench_mp_gap_312,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00313,matbench_mp_gap_313,matbench_mp_gap_313,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00314,matbench_mp_gap_314,matbench_mp_gap_314,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00315,matbench_mp_gap_315,matbench_mp_gap_315,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00316,matbench_mp_gap_316,matbench_mp_gap_316,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00317,matbench_mp_gap_317,matbench_mp_gap_317,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00318,matbench_mp_gap_318,matbench_mp_gap_318,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00319,matbench_mp_gap_319,matbench_mp_gap_319,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00320,matbench_mp_gap_320,matbench_mp_gap_320,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00321,matbench_mp_gap_321,matbench_mp_gap_321,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00322,matbench_mp_gap_322,matbench_mp_gap_322,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00323,matbench_mp_gap_323,matbench_mp_gap_323,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00324,matbench_mp_gap_324,matbench_mp_gap_324,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00325,matbench_mp_gap_325,matbench_mp_gap_325,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00326,matbench_mp_gap_326,matbench_mp_gap_326,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00327,matbench_mp_gap_327,matbench_mp_gap_327,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00328,matbench_mp_gap_328,matbench_mp_gap_328,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00329,matbench_mp_gap_329,matbench_mp_gap_329,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00330,matbench_mp_gap_330,matbench_mp_gap_330,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00331,matbench_mp_gap_331,matbench_mp_gap_331,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00332,matbench_mp_gap_332,matbench_mp_gap_332,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00333,matbench_mp_gap_333,matbench_mp_gap_333,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00334,matbench_mp_gap_334,matbench_mp_gap_334,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00335,matbench_mp_gap_335,matbench_mp_gap_335,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00336,matbench_mp_gap_336,matbench_mp_gap_336,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00337,matbench_mp_gap_337,matbench_mp_gap_337,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.0008,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00338,matbench_mp_gap_338,matbench_mp_gap_338,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.2925000000000004,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00339,matbench_mp_gap_339,matbench_mp_gap_339,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00340,matbench_mp_gap_340,matbench_mp_gap_340,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00341,matbench_mp_gap_341,matbench_mp_gap_341,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00342,matbench_mp_gap_342,matbench_mp_gap_342,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00343,matbench_mp_gap_343,matbench_mp_gap_343,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00344,matbench_mp_gap_344,matbench_mp_gap_344,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00345,matbench_mp_gap_345,matbench_mp_gap_345,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.050400000000000666,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00346,matbench_mp_gap_346,matbench_mp_gap_346,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00347,matbench_mp_gap_347,matbench_mp_gap_347,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00348,matbench_mp_gap_348,matbench_mp_gap_348,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00349,matbench_mp_gap_349,matbench_mp_gap_349,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.8059000000000003,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00350,matbench_mp_gap_350,matbench_mp_gap_350,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00351,matbench_mp_gap_351,matbench_mp_gap_351,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00352,matbench_mp_gap_352,matbench_mp_gap_352,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00353,matbench_mp_gap_353,matbench_mp_gap_353,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00354,matbench_mp_gap_354,matbench_mp_gap_354,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00355,matbench_mp_gap_355,matbench_mp_gap_355,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00356,matbench_mp_gap_356,matbench_mp_gap_356,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.4006999999999996,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00357,matbench_mp_gap_357,matbench_mp_gap_357,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00358,matbench_mp_gap_358,matbench_mp_gap_358,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00359,matbench_mp_gap_359,matbench_mp_gap_359,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.7521000000000004,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00360,matbench_mp_gap_360,matbench_mp_gap_360,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.1642999999999999,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00361,matbench_mp_gap_361,matbench_mp_gap_361,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.244999999999999,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00362,matbench_mp_gap_362,matbench_mp_gap_362,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.9264999999999999,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00363,matbench_mp_gap_363,matbench_mp_gap_363,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00364,matbench_mp_gap_364,matbench_mp_gap_364,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00365,matbench_mp_gap_365,matbench_mp_gap_365,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00366,matbench_mp_gap_366,matbench_mp_gap_366,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00367,matbench_mp_gap_367,matbench_mp_gap_367,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00368,matbench_mp_gap_368,matbench_mp_gap_368,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00369,matbench_mp_gap_369,matbench_mp_gap_369,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.5286999999999997,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00370,matbench_mp_gap_370,matbench_mp_gap_370,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.1598000000000006,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00371,matbench_mp_gap_371,matbench_mp_gap_371,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.02430000000000021,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00372,matbench_mp_gap_372,matbench_mp_gap_372,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.6766999999999994,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00373,matbench_mp_gap_373,matbench_mp_gap_373,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.35609999999999964,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00374,matbench_mp_gap_374,matbench_mp_gap_374,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.268700000000001,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00375,matbench_mp_gap_375,matbench_mp_gap_375,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.3617000000000004,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00376,matbench_mp_gap_376,matbench_mp_gap_376,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00377,matbench_mp_gap_377,matbench_mp_gap_377,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00378,matbench_mp_gap_378,matbench_mp_gap_378,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.5640999999999998,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00379,matbench_mp_gap_379,matbench_mp_gap_379,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.3933000000000002,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00380,matbench_mp_gap_380,matbench_mp_gap_380,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00381,matbench_mp_gap_381,matbench_mp_gap_381,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.3660000000000001,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00382,matbench_mp_gap_382,matbench_mp_gap_382,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.6372,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00383,matbench_mp_gap_383,matbench_mp_gap_383,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00384,matbench_mp_gap_384,matbench_mp_gap_384,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,2.3749,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00385,matbench_mp_gap_385,matbench_mp_gap_385,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.8009000000000002,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00386,matbench_mp_gap_386,matbench_mp_gap_386,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,3.2095,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00387,matbench_mp_gap_387,matbench_mp_gap_387,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00388,matbench_mp_gap_388,matbench_mp_gap_388,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00389,matbench_mp_gap_389,matbench_mp_gap_389,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.8724,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00390,matbench_mp_gap_390,matbench_mp_gap_390,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00391,matbench_mp_gap_391,matbench_mp_gap_391,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.0,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00392,matbench_mp_gap_392,matbench_mp_gap_392,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.6727999999999998,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00393,matbench_mp_gap_393,matbench_mp_gap_393,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,0.02679999999999999,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
matbench_mp_gap_00394,matbench_mp_gap_394,matbench_mp_gap_394,Matbench material,matbench_mp_gap,Matbench material,matbench_mp_gap,computed_database,85,False,True,Electronics / Thermal Interface,computed-reference based screening,False,1.4058000000000002,Matbench reference row from matbench_mp_gap; benchmark/reference screening.
