material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,dielectric_constant,notes
matbench_dielectric_00000,matbench_dielectric_0,matbench_dielectric_0,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.752063640396657,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00296,matbench_dielectric_296,matbench_dielectric_296,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7594908354407504,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00297,matbench_dielectric_297,matbench_dielectric_297,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.331677865114876,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00298,matbench_dielectric_298,matbench_dielectric_298,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6815496763376707,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00299,matbench_dielectric_299,matbench_dielectric_299,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.0009998333909347,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00300,matbench_dielectric_300,matbench_dielectric_300,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.177788021517858,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00301,matbench_dielectric_301,matbench_dielectric_301,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.104686242870069,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00302,matbench_dielectric_302,matbench_dielectric_302,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6074217451144137,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00303,matbench_dielectric_303,matbench_dielectric_303,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.788507571505733,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00304,matbench_dielectric_304,matbench_dielectric_304,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8758513622708313,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00305,matbench_dielectric_305,matbench_dielectric_305,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.869856678999754,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00306,matbench_dielectric_306,matbench_dielectric_306,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.085543414396673,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00307,matbench_dielectric_307,matbench_dielectric_307,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4575808725418977,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00308,matbench_dielectric_308,matbench_dielectric_308,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3771952173408908,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00309,matbench_dielectric_309,matbench_dielectric_309,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.666487523705673,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00310,matbench_dielectric_310,matbench_dielectric_310,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.549667298557462,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00311,matbench_dielectric_311,matbench_dielectric_311,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5949080908579334,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00312,matbench_dielectric_312,matbench_dielectric_312,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9640222334111528,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00313,matbench_dielectric_313,matbench_dielectric_313,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9900096478100004,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00314,matbench_dielectric_314,matbench_dielectric_314,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.909219871022862,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00315,matbench_dielectric_315,matbench_dielectric_315,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5813615270498884,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00316,matbench_dielectric_316,matbench_dielectric_316,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.7963538164307224,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00317,matbench_dielectric_317,matbench_dielectric_317,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4889593681494468,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00318,matbench_dielectric_318,matbench_dielectric_318,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.161935089990755,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00319,matbench_dielectric_319,matbench_dielectric_319,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.699785456096197,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00320,matbench_dielectric_320,matbench_dielectric_320,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1707563198111353,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00321,matbench_dielectric_321,matbench_dielectric_321,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.202091203076447,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00322,matbench_dielectric_322,matbench_dielectric_322,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.118220872965486,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00323,matbench_dielectric_323,matbench_dielectric_323,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.2341423415344965,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00324,matbench_dielectric_324,matbench_dielectric_324,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.23498433998988,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00325,matbench_dielectric_325,matbench_dielectric_325,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2705080195116563,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00326,matbench_dielectric_326,matbench_dielectric_326,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3125022522511554,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00327,matbench_dielectric_327,matbench_dielectric_327,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.3719430600098916,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00328,matbench_dielectric_328,matbench_dielectric_328,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.842358175881428,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00329,matbench_dielectric_329,matbench_dielectric_329,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.903175330564794,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00330,matbench_dielectric_330,matbench_dielectric_330,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4100827398891647,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00331,matbench_dielectric_331,matbench_dielectric_331,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.669377785583454,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00332,matbench_dielectric_332,matbench_dielectric_332,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6651184463984583,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00333,matbench_dielectric_333,matbench_dielectric_333,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5472029601833115,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00334,matbench_dielectric_334,matbench_dielectric_334,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3174876536715594,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00335,matbench_dielectric_335,matbench_dielectric_335,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.684915527061619,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00336,matbench_dielectric_336,matbench_dielectric_336,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.742565445925442,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00337,matbench_dielectric_337,matbench_dielectric_337,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.395379023592439,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00338,matbench_dielectric_338,matbench_dielectric_338,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5507784066934536,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00339,matbench_dielectric_339,matbench_dielectric_339,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2720269217888536,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00340,matbench_dielectric_340,matbench_dielectric_340,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.852917045177911,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00341,matbench_dielectric_341,matbench_dielectric_341,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8402106763447856,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00342,matbench_dielectric_342,matbench_dielectric_342,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.584953509693908,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00343,matbench_dielectric_343,matbench_dielectric_343,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.806005464475554,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00344,matbench_dielectric_344,matbench_dielectric_344,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8107797748319099,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00345,matbench_dielectric_345,matbench_dielectric_345,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6660274107388908,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00346,matbench_dielectric_346,matbench_dielectric_346,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.548982031313899,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00347,matbench_dielectric_347,matbench_dielectric_347,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.597915308560918,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00348,matbench_dielectric_348,matbench_dielectric_348,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7341352311743166,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00349,matbench_dielectric_349,matbench_dielectric_349,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.753947927767144,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00350,matbench_dielectric_350,matbench_dielectric_350,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.279369112381033,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00351,matbench_dielectric_351,matbench_dielectric_351,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.944857724679433,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00352,matbench_dielectric_352,matbench_dielectric_352,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.07602747782691,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00353,matbench_dielectric_353,matbench_dielectric_353,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.992550951167149,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00354,matbench_dielectric_354,matbench_dielectric_354,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.08579856809487,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00355,matbench_dielectric_355,matbench_dielectric_355,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.726643127534484,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00356,matbench_dielectric_356,matbench_dielectric_356,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.069078699969304,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00357,matbench_dielectric_357,matbench_dielectric_357,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0585636578287563,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00358,matbench_dielectric_358,matbench_dielectric_358,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.418674206959963,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00359,matbench_dielectric_359,matbench_dielectric_359,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6623194774481855,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00360,matbench_dielectric_360,matbench_dielectric_360,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4242329371026448,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00361,matbench_dielectric_361,matbench_dielectric_361,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.459783188277644,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00362,matbench_dielectric_362,matbench_dielectric_362,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7300095231892412,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00363,matbench_dielectric_363,matbench_dielectric_363,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.71422180375886,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00364,matbench_dielectric_364,matbench_dielectric_364,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,5.932677866416368,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00365,matbench_dielectric_365,matbench_dielectric_365,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.897450394608513,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00366,matbench_dielectric_366,matbench_dielectric_366,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.634634005927117,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00367,matbench_dielectric_367,matbench_dielectric_367,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7765732933562484,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00368,matbench_dielectric_368,matbench_dielectric_368,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.7423341949942914,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00369,matbench_dielectric_369,matbench_dielectric_369,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1718655575337715,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00370,matbench_dielectric_370,matbench_dielectric_370,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7162899910368643,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00371,matbench_dielectric_371,matbench_dielectric_371,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.470693087644302,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00372,matbench_dielectric_372,matbench_dielectric_372,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.474671695397193,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00373,matbench_dielectric_373,matbench_dielectric_373,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5877462013810648,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00374,matbench_dielectric_374,matbench_dielectric_374,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.621601526166767,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00375,matbench_dielectric_375,matbench_dielectric_375,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3415165547493877,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00376,matbench_dielectric_376,matbench_dielectric_376,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6121828887153764,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00377,matbench_dielectric_377,matbench_dielectric_377,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4492012742657088,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00378,matbench_dielectric_378,matbench_dielectric_378,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6779550053562222,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00379,matbench_dielectric_379,matbench_dielectric_379,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.019361806721726,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00380,matbench_dielectric_380,matbench_dielectric_380,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5884340296866806,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00381,matbench_dielectric_381,matbench_dielectric_381,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.3744332966301664,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00382,matbench_dielectric_382,matbench_dielectric_382,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7853641085224008,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00383,matbench_dielectric_383,matbench_dielectric_383,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.729838792178862,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00384,matbench_dielectric_384,matbench_dielectric_384,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7301313052289797,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00385,matbench_dielectric_385,matbench_dielectric_385,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.226257172924996,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00386,matbench_dielectric_386,matbench_dielectric_386,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.113321216964291,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00387,matbench_dielectric_387,matbench_dielectric_387,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9988200686071456,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00388,matbench_dielectric_388,matbench_dielectric_388,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9944725284311806,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00389,matbench_dielectric_389,matbench_dielectric_389,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.532808980822149,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00390,matbench_dielectric_390,matbench_dielectric_390,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7502413166951216,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00391,matbench_dielectric_391,matbench_dielectric_391,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6542822209848804,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00392,matbench_dielectric_392,matbench_dielectric_392,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6465161199737262,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00393,matbench_dielectric_393,matbench_dielectric_393,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.2736348808829208,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00394,matbench_dielectric_394,matbench_dielectric_394,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7968305429282974,Matbench reference row from matbench_dielectric; benchmark/reference screening.
